path,suffix,size_bytes,lines,modified_at,kind,category,confidence,reasons,themes
Bots/handlers/audit_viewer - Copy.py,.py,6569,231,2026-06-21 17:48:34,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"schema_db, telegram_bot"
Bots/handlers/audit_viewer.py,.py,10760,366,2026-06-24 21:56:50,python,bot_handler,88,telegram handler/workspace module,"schema_db, telegram_bot"
Bots/handlers/cashier_operator.py,.py,92137,2427,2026-06-25 14:39:13,python,bot_handler,88,telegram handler/workspace module,"access_control, cashier, parking_time, schema_db, telegram_bot"
Bots/handlers/cashier_operator_v2.py,.py,45714,1098,2026-06-25 17:41:58,python,bot_handler,88,telegram handler/workspace module,"cashier, parking_time, remote, schema_db, telegram_bot"
Bots/handlers/client_portal.py,.py,92802,2184,2026-06-25 10:58:36,python,bot_handler,88,telegram handler/workspace module,"access_control, cashier, parking_time, remote, schema_db, telegram_bot"
Bots/handlers/client_portal_safe_linking.py,.py,92802,2184,2026-06-25 10:58:36,python,bot_handler,88,telegram handler/workspace module,"access_control, cashier, parking_time, remote, schema_db, telegram_bot"
Bots/handlers/client_portal_v2.py,.py,29207,666,2026-06-25 17:42:42,python,bot_handler,88,telegram handler/workspace module,"access_control, cashier, parking_time, remote, telegram_bot"
Bots/handlers/client_portal_v3.py,.py,2859,97,2026-06-26 20:40:59,python,bot_handler,88,telegram handler/workspace module,"access_control, cashier, remote, service_orders, telegram_bot"
Bots/handlers/commercial_contract_editor.py,.py,77589,1582,2026-06-24 12:58:23,python,bot_handler,88,telegram handler/workspace module,"access_control, cashier, parking_time, schema_db, telegram_bot"
Bots/handlers/guard_workspace.py,.py,42309,1151,2026-06-26 18:28:39,python,bot_handler,88,telegram handler/workspace module,"access_control, cashier, parking_time, remote, schema_db, telegram_bot"
Bots/handlers/guard_workspace_before_default_cash_note_2026-06-26_16-25-02.py,.py,40166,1141,2026-06-26 13:40:55,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, cashier, parking_time, remote, schema_db, telegram_bot"
Bots/handlers/guard_workspace_before_direct_notice_confirm_2026-06-26_18-28-39.py,.py,41786,1144,2026-06-26 16:25:03,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, cashier, parking_time, remote, schema_db, telegram_bot"
Bots/handlers/profile_parking_time_test_workspace.py,.py,12491,365,2026-06-28 12:11:31,python,bot_handler,88,telegram handler/workspace module,"parking_time, service_orders, telegram_bot"
Bots/handlers/profile_verification_workspace.py,.py,30339,768,2026-06-27 21:55:14,python,bot_handler,88,telegram handler/workspace module,"access_control, parking_time, schema_db, service_orders, telegram_bot"
Bots/handlers/service_orders_workspace.py,.py,80889,1743,2026-06-27 21:22:52,python,bot_handler,88,telegram handler/workspace module,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
Bots/handlers/service_orders_workspace.py.before_phone_access_ui_fix_2026-06-27_16-47-09,.before_phone_access_ui_fix_2026-06-27_16-47-09,62448,0,2026-06-27 16:45:04,other,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, service_orders"
Bots/handlers/service_orders_workspace.py.before_phone_access_ui_fix_2026-06-27_16-52-29,.before_phone_access_ui_fix_2026-06-27_16-52-29,62448,0,2026-06-27 16:50:16,other,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, service_orders"
Bots/handlers/service_orders_workspace.py.before_phone_access_ui_fix_v3_2026-06-27_17-22-40,.before_phone_access_ui_fix_v3_2026-06-27_17-22-40,64990,0,2026-06-27 17:20:34,other,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, service_orders"
Bots/handlers/unit_registry_editor - Copy.py,.py,35618,1036,2026-06-24 12:58:07,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, schema_db, telegram_bot"
Bots/handlers/unit_registry_editor.py,.py,37465,1077,2026-06-25 09:28:35,python,bot_handler,88,telegram handler/workspace module,"access_control, schema_db, telegram_bot"
Bots/handlers/vehicle_card_editor.py,.py,19343,595,2026-06-21 14:44:28,python,bot_handler,88,telegram handler/workspace module,"parking_time, schema_db, telegram_bot"
Bots/handlers/vehicle_full_list.py,.py,3283,127,2026-06-21 15:42:54,python,bot_handler,88,telegram handler/workspace module,"parking_time, schema_db, telegram_bot"
Bots/handlers/vehicle_verification.py,.py,18573,519,2026-06-20 16:39:02,python,bot_handler,88,telegram handler/workspace module,"cashier, schema_db, telegram_bot"
Bots/hello.py,.py,2297,72,2026-06-07 10:51:29,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"parking_time, remote, telegram_bot"
Bots/parking_bot - Copy.py,.py,43814,1301,2026-06-21 17:14:37,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, parking_time, remote, schema_db, telegram_bot"
Bots/parking_bot.py,.py,46470,1359,2026-06-25 14:45:11,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, cashier, parking_time, remote, schema_db, telegram_bot"
Bots/parking_bot_before_cashier_editor_2026-06-25_14-45-08.py,.py,45846,1343,2026-06-25 12:21:29,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, cashier, parking_time, remote, schema_db, telegram_bot"
Bots/parking_bot_before_client_portal_2026-06-25_10-25-49.py,.py,43055,1310,2026-06-23 21:29:34,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, parking_time, remote, schema_db, telegram_bot"
Bots/parking_bot_before_language_gate_fix_2026-06-25_10-45-39.py,.py,45801,1342,2026-06-25 10:25:52,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, parking_time, remote, schema_db, telegram_bot"
Bots/parking_bot_before_launch_queues_menu_2026-06-25_12-21-29.py,.py,45801,1342,2026-06-25 10:45:39,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, parking_time, remote, schema_db, telegram_bot"
Bots/Start_OSBB_Bot.bat,.bat,142,9,2026-06-07 11:25:49,script,non_python_support,45,non-python support file,telegram_bot
Bots/Start_OSBB_Guard_Sandbox_Bot.bat,.bat,1433,41,2026-06-26 16:41:16,script,non_python_support,45,non-python support file,"access_control, cashier, telegram_bot"
Bots/Start_OSBB_Guard_Sandbox_Bot_v2.bat,.bat,1276,41,2026-06-26 17:28:19,script,non_python_support,45,non-python support file,"access_control, cashier"
build_plate_candidates.py,.py,8972,329,2026-06-10 22:19:49,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,schema_db
build_plate_evidence_by_digits_and_apartment.py,.py,9905,343,2026-06-10 21:26:24,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, schema_db, telegram_bot"
build_plate_evidence_from_telegram.py,.py,4422,175,2026-06-10 20:53:32,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, schema_db, telegram_bot"
build_verification_tasks.py,.py,5926,231,2026-06-09 11:34:37,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,schema_db
cashier_journal.py,.py,59752,1731,2026-06-22 19:53:24,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, cashier, parking_time, schema_db, telegram_bot"
cashier_route_repair_payload/run_bot_live_services_sandbox_v1.py,.py,25095,708,2026-06-27 20:00:41,python,runtime_entrypoint,90,runtime-style entrypoint filename,"access_control, cashier, remote, schema_db, service_orders, telegram_bot"
cashier_v2_core.py,.py,56934,1556,2026-06-25 23:17:40,python,source_module,40,regular source module candidate,"cashier, parking_time, remote, schema_db, telegram_bot"
cashier_v2_core_before_period_schemafix_2026-06-25_23-17-38.py,.py,56511,1536,2026-06-25 23:17:38,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"cashier, parking_time, remote, schema_db, telegram_bot"
cashier_v2_core_before_schemafix_2026-06-25_22-19-22.py,.py,54232,1480,2026-06-25 22:19:22,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"cashier, parking_time, remote, schema_db, telegram_bot"
cashier_v2_preflight.py,.py,16996,486,2026-06-25 18:35:51,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"cashier, schema_db"
cashier_v2_preflight_compat.py,.py,11464,317,2026-06-25 19:45:55,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"cashier, schema_db"
CHECK_guard_sandbox_service_orders.py,.py,15629,493,2026-06-27 11:43:52,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, cashier, remote, schema_db, service_orders, telegram_bot"
CHECK_guard_sandbox_service_orders_v2.py,.py,14466,471,2026-06-27 11:50:08,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
CHECK_phone_barrier_access_operational_sandbox.py,.py,2921,77,2026-06-27 19:31:22,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, cashier, schema_db"
CHECK_phone_barrier_access_sandbox_schema.py,.py,3761,129,2026-06-27 19:14:06,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, schema_db"
CHECK_profile_button_early_route_fix.py,.py,1914,62,2026-06-27 21:42:12,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"cashier, schema_db, telegram_bot"
CHECK_profile_confirmation_ready_visibility_fix.py,.py,1095,37,2026-06-27 21:55:13,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,
CHECK_profile_critical_codes_fix.py,.py,1174,40,2026-06-27 21:45:58,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,parking_time
CHECK_profile_parking_time_test_sandbox.py,.py,2764,97,2026-06-28 12:11:29,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"parking_time, schema_db"
CHECK_profile_test_candidate_apartment_40.py,.py,10492,356,2026-06-27 22:23:22,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"cashier, parking_time, schema_db, telegram_bot"
CHECK_profile_verification_sandbox.py,.py,2596,40,2026-06-27 20:48:58,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,schema_db
CHECK_profile_verification_terminology_v2.py,.py,2258,57,2026-06-27 21:22:50,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, parking_time, service_orders"
CHECK_service_code_compatibility_phone_v2.py,.py,3831,122,2026-06-27 20:18:29,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, cashier, schema_db, service_orders"
Collect_sheets.py,.py,6999,143,2026-05-25 00:13:21,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, parking_time, schema_db"
Collect_sheets1.py,.py,7755,169,2026-05-25 00:31:17,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, parking_time, schema_db"
Collect_word_tables.py,.py,4840,105,2026-05-24 22:24:37,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,
commercial_contracts.py,.py,44434,1312,2026-06-24 12:20:29,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, cashier, parking_time, schema_db, telegram_bot"
commercial_notification_delivery.py,.py,8671,256,2026-06-24 12:20:40,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"parking_time, schema_db, telegram_bot"
create_clean_live_sandbox.py,.py,15790,460,2026-06-26 20:04:47,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, cashier, remote, schema_db, service_orders, telegram_bot"
create_isolated_live_sandbox_v2.py,.py,16061,458,2026-06-26 20:12:35,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, cashier, remote, schema_db, service_orders, telegram_bot"
CREATE_TEST_PAYMENT_FOR_OPEN_SERVICE_ORDER.bat,.bat,866,39,2026-06-27 12:15:02,script,non_python_support,45,non-python support file,"cashier, service_orders"
CREATE_TEST_PAYMENT_FOR_OPEN_SERVICE_ORDER.py,.py,5882,175,2026-06-27 12:15:02,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"cashier, parking_time, schema_db, service_orders"
Data/audit_databases.py,.py,2855,68,2026-06-06 22:27:20,python,import_cleanup_audit,65,import/clean/audit/normalization filename,schema_db
Data/Audit_for_merge.py,.py,1819,39,2026-05-31 18:25:31,python,import_cleanup_audit,65,import/clean/audit/normalization filename,
Data/car_registry.py,.py,2452,54,2026-06-01 22:29:27,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,access_control
Data/check_passport_columns.py,.py,1612,37,2026-05-30 20:22:19,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,
Data/Clean_Base.py,.py,1515,36,2026-05-31 16:39:50,python,import_cleanup_audit,65,import/clean/audit/normalization filename,access_control
Data/clean_base_01.py,.py,2265,55,2026-06-06 20:40:29,python,import_cleanup_audit,65,import/clean/audit/normalization filename,parking_time
Data/clean_base_02.py,.py,1741,44,2026-06-06 21:05:30,python,import_cleanup_audit,65,import/clean/audit/normalization filename,parking_time
Data/Clean_Data.py,.py,11358,276,2026-05-25 22:21:54,python,import_cleanup_audit,65,import/clean/audit/normalization filename,"access_control, parking_time"
Data/conflicts.py,.py,1752,39,2026-05-31 21:58:07,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,
Data/create_payment_sheet.py,.py,2583,62,2026-06-08 14:51:29,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"cashier, parking_time"
Data/debug_conflict.py,.py,3099,65,2026-06-01 21:29:11,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,
Data/final_merge.py,.py,3395,68,2026-05-31 17:33:53,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, parking_time, schema_db"
Data/merge_all.py,.py,3492,71,2026-05-31 16:47:09,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, parking_time, schema_db"
Data/rub_flat_merge.py,.py,2432,54,2026-06-06 11:53:08,python,source_module,40,regular source module candidate,parking_time
Data/run_direct_merge.py,.py,4160,82,2026-05-31 15:34:09,python,runtime_entrypoint,90,runtime-style entrypoint filename,"access_control, parking_time, schema_db"
Data/run_flat_merge.py,.py,3047,64,2026-06-06 11:57:35,python,runtime_entrypoint,90,runtime-style entrypoint filename,parking_time
Data/run_smart_merge.py,.py,2478,64,2026-06-04 22:44:32,python,runtime_entrypoint,90,runtime-style entrypoint filename,parking_time
diagnose_osbb_audit.py,.py,11819,333,2026-06-24 20:15:43,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,schema_db
diagnose_sandbox_charges.py,.py,7277,207,2026-06-25 22:20:08,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"cashier, schema_db"
Docs/OSBB_Business_Handoff_2026-06-27/DO_NOT_UPLOAD_SECRETS.md,.md,517,13,2026-06-27 22:42:29,doc,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, cashier, schema_db, telegram_bot"
Docs/OSBB_Business_Handoff_2026-06-27/OSBB_BUSINESS_HANDOFF_2026-06-27.md,.md,10639,208,2026-06-27 22:42:29,doc,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, cashier, parking_time, remote, schema_db, telegram_bot"
Docs/OSBB_Business_Handoff_2026-06-27/OSBB_PROJECT_INSTRUCTIONS.md,.md,2331,29,2026-06-27 22:42:29,doc,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, cashier, parking_time, schema_db, telegram_bot"
Docs/OSBB_Business_Handoff_2026-06-27/SHA256SUMS.txt,.txt,494,6,2026-06-27 22:42:30,doc,legacy_or_backup,90,historical/copy/date-stamped/foundation package,
Docs/OSBB_Business_Handoff_2026-06-27/START_OSBB_BUSINESS_CHAT_2026-06-28.txt,.txt,807,12,2026-06-27 22:42:29,doc,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"parking_time, schema_db, telegram_bot"
Docs/OSBB_Business_Handoff_2026-06-27/TRANSFER_CHECKLIST_2026-06-27.txt,.txt,1223,36,2026-06-27 22:42:29,doc,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, cashier, parking_time, telegram_bot"
extract_telegram_remote_facts.py,.py,7899,270,2026-06-10 14:43:36,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, remote, schema_db, service_orders, telegram_bot"
extract_telegram_vehicle_facts.py,.py,12182,415,2026-06-10 20:22:15,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, parking_time, remote, schema_db, telegram_bot"
FIND_actual_service_order_state.py,.py,14151,436,2026-06-27 11:56:43,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, cashier, remote, schema_db, service_orders, telegram_bot"
find_sandbox_telegram_id.py,.py,5204,149,2026-06-26 13:45:55,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, cashier, schema_db, telegram_bot"
FIX_live_services_sandbox_payment_schema.py,.py,11425,348,2026-06-27 12:24:35,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, cashier, schema_db, service_orders, telegram_bot"
fix_parking_bot_language_gate.py,.py,5239,143,2026-06-25 10:43:26,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,telegram_bot
fix_source_ref_schema.py,.py,10500,310,2026-06-27 10:40:17,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"cashier, schema_db, service_orders, telegram_bot"
generate_parking_charges.py,.py,14720,492,2026-06-18 18:26:33,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"cashier, parking_time, schema_db, telegram_bot"
Generate_Stetement.py,.py,6347,77,2026-05-28 16:26:38,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, remote, schema_db, telegram_bot"
guard_workspace_preflight.py,.py,13315,337,2026-06-26 12:37:35,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, cashier, remote, schema_db, telegram_bot"
guard_workspace_preflight_v2.py,.py,13318,337,2026-06-26 12:53:18,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, cashier, remote, schema_db, telegram_bot"
import_house_registry.py,.py,4177,166,2026-06-08 16:45:38,python,import_cleanup_audit,65,import/clean/audit/normalization filename,"access_control, schema_db"
import_ohorona_list1_to_central_cashbox.py,.py,33949,909,2026-06-22 22:46:36,python,import_cleanup_audit,65,import/clean/audit/normalization filename,"cashier, parking_time, schema_db, telegram_bot"
import_ohorona_sheet1_payments.py,.py,27500,800,2026-06-19 13:21:20,python,import_cleanup_audit,65,import/clean/audit/normalization filename,"access_control, cashier, parking_time, schema_db"
import_ohorona_to_cashbox.py,.py,38040,977,2026-06-22 20:40:10,python,import_cleanup_audit,65,import/clean/audit/normalization filename,"access_control, cashier, parking_time, schema_db, telegram_bot"
import_osbb_telegram_messages.py,.py,5077,233,2026-06-10 13:17:40,python,import_cleanup_audit,65,import/clean/audit/normalization filename,"schema_db, telegram_bot"
import_paper_parking.py,.py,8262,324,2026-06-08 16:52:55,python,import_cleanup_audit,65,import/clean/audit/normalization filename,"access_control, parking_time, schema_db, telegram_bot"
import_tbot_quarantine.py,.py,3946,150,2026-06-08 19:42:40,python,import_cleanup_audit,65,import/clean/audit/normalization filename,"access_control, schema_db"
init_osbb_db.py,.py,5786,226,2026-06-07 21:48:08,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, parking_time, schema_db, telegram_bot"
init_osbb_quarantine_db.py,.py,1531,71,2026-06-08 18:53:14,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, schema_db"
init_osbb_telegram_db.py,.py,3017,133,2026-06-09 16:36:08,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, remote, schema_db, telegram_bot"
inspect_osbb_folder_filter.py,.py,1408,56,2026-06-10 13:03:24,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"schema_db, telegram_bot"
INSTALL_cashier_route_after_phone_v2.py,.py,2907,101,2026-06-27 20:00:40,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, cashier, schema_db, service_orders"
INSTALL_PHONE_ACCESS_UI_FIX.bat,.bat,1314,50,2026-06-27 16:45:04,script,non_python_support,45,non-python support file,"access_control, service_orders"
INSTALL_PHONE_ACCESS_UI_FIX_v2.bat,.bat,379,14,2026-06-27 16:50:16,script,non_python_support,45,non-python support file,access_control
INSTALL_PHONE_ACCESS_UI_FIX_v2.py,.py,4180,143,2026-06-27 16:50:16,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, service_orders"
INSTALL_PHONE_ACCESS_UI_FIX_v3.bat,.bat,337,12,2026-06-27 17:20:35,script,non_python_support,45,non-python support file,access_control
INSTALL_PHONE_ACCESS_UI_FIX_v3.py,.py,3352,111,2026-06-27 17:20:34,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, service_orders"
INSTALL_phone_barrier_access_v2.py,.py,4471,139,2026-06-27 19:31:21,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, schema_db, service_orders, telegram_bot"
INSTALL_profile_button_early_route_fix.py,.py,2354,78,2026-06-27 21:42:12,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"cashier, schema_db"
INSTALL_profile_confirmation_ready_visibility_fix.py,.py,2272,76,2026-06-27 21:55:12,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"cashier, schema_db"
INSTALL_profile_critical_codes_fix.py,.py,2212,76,2026-06-27 21:45:58,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"parking_time, schema_db"
INSTALL_profile_parking_time_test_v1.py,.py,3872,125,2026-06-28 12:11:29,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"parking_time, schema_db"
INSTALL_profile_verification_terminology_v2.py,.py,3931,123,2026-06-27 21:22:50,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, cashier, schema_db, service_orders"
INSTALL_profile_verification_v1.py,.py,2801,52,2026-06-27 20:48:58,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"schema_db, service_orders"
INSTALL_service_code_compatibility_phone_v2.py,.py,3511,101,2026-06-27 20:18:29,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, cashier, schema_db, service_orders"
install_service_orders_ui.py,.py,13153,136,2026-06-26 20:40:59,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, cashier, schema_db, service_orders, telegram_bot"
list_osbb_folder_dialogs.py,.py,2726,106,2026-06-10 12:59:47,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"schema_db, telegram_bot"
list_osbb_included_peers.py,.py,4390,154,2026-06-10 13:11:03,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, schema_db, telegram_bot"
list_telegram_dialogs.py,.py,2740,113,2026-06-10 12:17:40,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"schema_db, telegram_bot"
list_telegram_folders.py,.py,1404,60,2026-06-10 12:54:24,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"schema_db, telegram_bot"
manage_staff_access.py,.py,15382,450,2026-06-26 12:32:58,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, cashier, remote, schema_db, telegram_bot"
manage_staff_access_v2.py,.py,15382,450,2026-06-26 13:43:50,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, cashier, remote, schema_db, telegram_bot"
mark_audit_enabled.py,.py,392,9,2026-06-21 12:26:18,python,import_cleanup_audit,65,import/clean/audit/normalization filename,
migrate_access_control_and_guard.py,.py,20953,557,2026-06-26 12:32:09,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, cashier, remote, schema_db, telegram_bot"
migrate_add_normalized_fields.py,.py,1991,65,2026-06-08 20:28:30,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, schema_db"
migrate_add_verification_evidence.py,.py,1129,53,2026-06-10 20:52:00,python,installer_patch_migration,85,installer/patch/migration/preflight filename,schema_db
migrate_add_verification_tasks.py,.py,1828,83,2026-06-09 11:10:15,python,installer_patch_migration,85,installer/patch/migration/preflight filename,schema_db
migrate_apartment_link_requests.py,.py,7078,203,2026-06-25 10:58:55,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"schema_db, telegram_bot"
migrate_apartment_verification.py,.py,2587,109,2026-06-14 15:11:05,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"schema_db, telegram_bot"
